2024-11-07 11:05:22,161 - Key.shift_r
2024-11-07 11:05:22,483 - B
2024-11-07 11:05:22,858 - i
2024-11-07 11:05:22,978 - e
2024-11-07 11:05:23,113 - n
2024-11-07 11:05:23,196 - v
2024-11-07 11:05:23,248 - e
2024-11-07 11:05:23,353 - n
2024-11-07 11:05:23,451 - u
2024-11-07 11:05:23,533 - e
2024-11-07 11:05:23,744 - Key.space
2024-11-07 11:05:24,306 - d
2024-11-07 11:05:24,358 - a
2024-11-07 11:05:24,388 - n
2024-11-07 11:05:24,471 - s
2024-11-07 11:05:24,561 - Key.space
2024-11-07 11:05:24,846 - m
2024-11-07 11:05:24,996 - o
2024-11-07 11:05:25,041 - n
2024-11-07 11:05:25,206 - Key.space
2024-11-07 11:05:25,273 - c
2024-11-07 11:05:25,386 - h
2024-11-07 11:05:25,476 - a
2024-11-07 11:05:25,596 - l
2024-11-07 11:05:25,694 - l
2024-11-07 11:05:25,776 - e
2024-11-07 11:05:25,903 - g
2024-11-07 11:05:26,001 - e
2024-11-07 11:05:26,421 - Key.backspace
2024-11-07 11:05:26,511 - Key.backspace
2024-11-07 11:05:26,601 - n
2024-11-07 11:05:27,381 - g
2024-11-07 11:05:27,502 - Key.space
2024-11-07 11:05:27,531 - e
2024-11-07 11:05:27,696 - !
2024-11-07 11:05:27,816 - !
2024-11-07 11:05:28,123 - Key.shift_r
2024-11-07 11:05:29,211 - Key.enter
2024-11-07 11:05:29,346 - Key.enter
2024-11-07 11:05:29,646 - Key.shift_r
2024-11-07 11:05:29,961 - J
2024-11-07 11:05:30,104 - E
2024-11-07 11:05:30,246 - Key.space
2024-11-07 11:05:30,464 - s
2024-11-07 11:05:30,509 - u
2024-11-07 11:05:30,599 - i
2024-11-07 11:05:30,645 - s
2024-11-07 11:05:30,779 - Key.space
2024-11-07 11:05:31,311 - s
2024-11-07 11:05:31,371 - u
2024-11-07 11:05:31,446 - r
2024-11-07 11:05:31,529 - Key.space
2024-11-07 11:05:32,340 - Key.shift_r
2024-11-07 11:05:32,511 - L
2024-11-07 11:05:32,804 - i
2024-11-07 11:05:32,856 - n
2024-11-07 11:05:33,846 - u
2024-11-07 11:05:33,929 - x
2024-11-07 11:05:34,184 - ,
2024-11-07 11:05:34,229 - Key.space
2024-11-07 11:05:34,904 - d
2024-11-07 11:05:34,956 - n
2024-11-07 11:05:34,979 - a
2024-11-07 11:05:35,054 - s
2024-11-07 11:05:35,669 - Key.backspace
2024-11-07 11:05:35,781 - Key.backspace
2024-11-07 11:05:35,886 - Key.backspace
2024-11-07 11:05:35,991 - a
2024-11-07 11:05:36,111 - n
2024-11-07 11:05:36,366 - s
2024-11-07 11:05:36,531 - Key.space
2024-11-07 11:05:36,876 - Key.shift_r
2024-11-07 11:05:37,221 - V
2024-11-07 11:05:37,274 - C
2024-11-07 11:05:37,859 - Key.backspace
2024-11-07 11:05:38,085 - Key.shift_r
2024-11-07 11:05:38,159 - S
2024-11-07 11:05:38,429 - C
2024-11-07 11:05:38,841 - o
2024-11-07 11:05:39,096 - d
2024-11-07 11:05:39,494 - e
2024-11-07 11:05:39,554 - Key.space
2024-11-07 11:05:39,726 - a
2024-11-07 11:05:39,884 - c
2024-11-07 11:05:40,071 - u
2024-11-07 11:05:40,094 - t
2024-11-07 11:05:40,199 - e
2024-11-07 11:05:40,356 - l
2024-11-07 11:05:40,469 - l
2024-11-07 11:05:40,544 - e
2024-11-07 11:05:40,641 - m
2024-11-07 11:05:40,724 - e
2024-11-07 11:05:40,836 - n
2024-11-07 11:05:40,896 - t
2024-11-07 11:05:41,646 - Key.space
2024-11-07 11:05:41,774 - !
2024-11-07 11:05:41,886 - !
2024-11-07 11:05:42,051 - Key.ctrl
2024-11-07 11:05:42,089 - a
2024-11-07 11:05:42,216 - Key.backspace
2024-11-07 11:05:44,886 - Key.shift_r
2024-11-07 11:05:45,216 - A
2024-11-07 11:05:45,426 - l
2024-11-07 11:05:45,546 - o
2024-11-07 11:05:45,629 - r
2024-11-07 11:05:45,666 - s
2024-11-07 11:05:46,094 - Key.shift_r
2024-11-07 11:05:46,146 - .
2024-11-07 11:05:46,296 - .
2024-11-07 11:05:46,401 - .
2024-11-07 11:05:46,634 - Key.enter
2024-11-07 11:05:46,761 - Key.enter
2024-11-07 11:05:47,354 - Key.shift_r
2024-11-07 11:05:47,586 - E
2024-11-07 11:05:47,804 - s
2024-11-07 11:05:48,014 - -
2024-11-07 11:05:48,194 - t
2024-11-07 11:05:48,254 - u
2024-11-07 11:05:48,959 - p
2024-11-07 11:05:49,416 - Key.backspace
2024-11-07 11:05:49,484 - Key.space
2024-11-07 11:05:49,611 - p
2024-11-07 11:05:49,679 - r
2024-11-07 11:05:49,761 - e
2024-11-07 11:05:49,896 - t
2024-11-07 11:05:50,039 - Key.space
2024-11-07 11:05:50,069 - Key.shift_r
2024-11-07 11:05:50,151 - ?
2024-11-07 11:05:50,856 - Key.ctrl
2024-11-07 11:05:50,916 - a
2024-11-07 11:05:50,984 - Key.backspace
2024-11-07 11:05:55,304 - Key.shift_r
2024-11-07 11:05:55,679 - T
2024-11-07 11:05:55,821 - F
2024-11-07 11:05:56,114 - Key.left
2024-11-07 11:05:56,264 - Key.left
2024-11-07 11:05:56,489 - Key.shift_r
2024-11-07 11:05:56,571 - G
2024-11-07 11:05:56,886 - C
2024-11-07 11:05:57,299 - Key.down
2024-11-07 11:05:58,739 - {
2024-11-07 11:06:02,332 - k
2024-11-07 11:06:02,422 - e
2024-11-07 11:06:02,497 - y
2024-11-07 11:06:04,664 - _
2024-11-07 11:06:06,022 - Key.alt
2024-11-07 11:06:06,029 - Key.tab /////////////////// ctllll
2024-11-07 11:06:06,187 - t
2024-11-07 11:06:07,155 - l
2024-11-07 11:06:07,222 - s
2024-11-07 11:06:07,380 - Key.enter
2024-11-07 11:06:08,460 - c
2024-11-07 11:06:08,505 - a
2024-11-07 11:06:08,640 - t
2024-11-07 11:06:08,685 - Key.space
2024-11-07 11:06:08,842 - f
2024-11-07 11:06:08,910 - l
2024-11-07 11:06:08,970 - a
2024-11-07 11:06:09,082 - g
2024-11-07 11:06:09,300 - Key.shift_r
2024-11-07 11:06:09,352 - .
2024-11-07 11:06:09,600 - t
2024-11-07 11:06:09,817 - x
2024-11-07 11:06:10,057 - t
2024-11-07 11:06:10,762 - Key.enter
2024-11-07 11:06:12,300 - Key.alt
2024-11-07 11:06:13,560 - Key.tab
2024-11-07 11:06:17,985 - Key.shift_r
2024-11-07 11:06:18,540 - 3
2024-11-07 11:06:20,025 - ,
2024-11-07 11:06:20,317 - Key.shift_r
2024-11-07 11:06:20,445 - 1
2024-11-07 11:06:21,637 - s
2024-11-07 11:06:22,215 - Key.ctrl
2024-11-07 11:06:23,955 - Key.backspace
2024-11-07 11:06:24,143 - Key.backspace
2024-11-07 11:06:24,398 - Key.backspace
2024-11-07 11:06:27,225 - n
2024-11-07 11:06:27,675 - Key.shift_r
2024-11-07 11:06:28,110 - 1
2024-11-07 11:06:28,598 - s
2024-11-07 11:06:29,055 - Key.ctrl
2024-11-07 11:06:29,213 - Key.left
2024-11-07 11:06:30,166 - Key.right
2024-11-07 11:06:30,323 - Key.right
2024-11-07 11:06:30,488 - Key.right
2024-11-07 11:06:30,803 - Key.right
2024-11-07 11:06:32,701 - e
2024-11-07 11:06:34,441 - b
2024-11-07 11:06:35,573 - Key.backspace
2024-11-07 11:06:35,723 - v
2024-11-07 11:06:36,196 - Key.right
2024-11-07 11:06:36,331 - Key.right
2024-11-07 11:06:36,458 - Key.right
2024-11-07 11:06:36,608 - Key.right
2024-11-07 11:06:39,114 - _
2024-11-07 11:06:39,466 - Key.shift_r
2024-11-07 11:06:39,594 - 4
2024-11-07 11:06:40,426 - r
2024-11-07 11:06:40,464 - e
2024-11-07 11:06:42,062 - Key.ctrl
2024-11-07 11:06:42,069 - Key.alt
2024-11-07 11:06:42,226 - t
2024-11-07 11:06:45,129 - p
2024-11-07 11:06:45,294 - y
2024-11-07 11:06:45,444 - t
2024-11-07 11:06:45,519 - h
2024-11-07 11:06:45,527 - o
2024-11-07 11:06:45,579 - n
2024-11-07 11:06:46,637 - Key.shift_r
2024-11-07 11:06:46,757 - 3
2024-11-07 11:06:47,132 - Key.enter
2024-11-07 11:06:48,422 - p
2024-11-07 11:06:48,504 - r
2024-11-07 11:06:48,609 - i
2024-11-07 11:06:48,647 - n
2024-11-07 11:06:48,677 - t
2024-11-07 11:06:48,744 - (
2024-11-07 11:06:49,179 - '
2024-11-07 11:06:50,469 - p
2024-11-07 11:06:50,559 - t
2024-11-07 11:06:50,672 - d
2024-11-07 11:06:50,702 - r
2024-11-07 11:06:50,912 - r
2024-11-07 11:06:52,344 - Key.space
2024-11-07 11:06:52,502 - j
2024-11-07 11:06:52,517 - e
2024-11-07 11:06:54,167 - Key.space
2024-11-07 11:06:54,527 - m
2024-11-07 11:06:54,752 - a
2024-11-07 11:06:54,955 - m
2024-11-07 11:06:55,157 - u
2024-11-07 11:06:55,217 - s
2024-11-07 11:06:55,247 - e
2024-11-07 11:06:55,360 - Key.space
2024-11-07 11:06:55,450 - t
2024-11-07 11:06:55,487 - r
2024-11-07 11:06:55,585 - o
2024-11-07 11:06:55,652 - p
2024-11-07 11:06:56,380 - '
2024-11-07 11:06:56,477 - )
2024-11-07 11:06:57,077 - Key.enter
2024-11-07 11:06:58,007 - Key.shift
2024-11-07 11:06:58,015 - Key.ctrl
2024-11-07 11:06:58,232 - Q
2024-11-07 11:06:58,855 - Key.enter
2024-11-07 11:07:02,193 - _
2024-11-07 11:07:02,613 - Key.ctrl_r
2024-11-07 11:07:03,273 - Key.shift_r
2024-11-07 11:07:03,535 - G
2024-11-07 11:07:04,000 - r
2024-11-07 11:07:04,345 - e
2024-11-07 11:07:04,803 - Key.shift_r
2024-11-07 11:07:05,245 - 4
2024-11-07 11:07:05,763 - t
2024-11-07 11:07:05,995 - !
2024-11-07 11:07:08,868 - Key.right
2024-11-07 11:07:10,638 - Key.enter
2024-11-07 11:07:10,812 - Key.enter
2024-11-07 11:07:11,103 - Key.shift_r
2024-11-07 11:07:11,328 - V
2024-11-07 11:07:11,575 - o
2024-11-07 11:07:11,620 - i
2024-11-07 11:07:12,183 - l
2024-11-07 11:07:12,333 - a
2024-11-07 11:07:12,843 - Key.space
2024-11-07 11:07:13,060 - !
2024-11-07 11:07:13,495 - Key.backspace
2024-11-07 11:07:13,750 - :
2024-11-07 11:07:14,058 - Key.shift_r
2024-11-07 11:07:14,388 - O
2024-11-07 11:07:16,706 - Key.esc
